16/01/2023 09:00,Chesterfield,Ray King,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flat white - 2.45, Regular Latte - 2.15",7.35,CARD,5373768705171965
16/01/2023 09:02,Chesterfield,Nancy Lewis,"Regular Latte - 2.15, Large Latte - 2.45, Large Latte - 2.45, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Vanilla - 3.25",13.05,CASH,
16/01/2023 09:04,Chesterfield,Dana Ellis,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Hazelnut - 3.25",6.5,CARD,2299446870750002
16/01/2023 09:06,Chesterfield,George Williams,Regular Flavoured iced latte - Hazelnut - 2.75,2.75,CASH,
16/01/2023 09:08,Chesterfield,Consuelo Gale,"Regular Flat white - 2.15, Large Latte - 2.45, Large Flavoured latte - Hazelnut - 2.85",7.45,CARD,7447507728412324
16/01/2023 09:10,Chesterfield,Charles Brooks,"Regular Flavoured iced latte - Vanilla - 2.75, Large Latte - 2.45",5.2,CARD,7973242983830365
16/01/2023 09:12,Chesterfield,Kathryn Martin,"Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flat white - 2.15",7.75,CARD,7240089324957477
16/01/2023 09:14,Chesterfield,Erin Hawkins,"Regular Flat white - 2.15, Large Flavoured iced latte - Vanilla - 3.25, Regular Flat white - 2.15",7.55,CASH,
16/01/2023 09:17,Chesterfield,Pauline Sheldon,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Hazelnut - 3.25",6.5,CARD,7970949940438474
16/01/2023 09:19,Chesterfield,Percy Lee,"Regular Flavoured iced latte - Vanilla - 2.75, Large Latte - 2.45",5.2,CASH,
16/01/2023 09:21,Chesterfield,Robert Bemis,"Large Flavoured iced latte - Hazelnut - 3.25, Large Latte - 2.45, Regular Flat white - 2.15, Regular Latte - 2.15, Regular Flavoured iced latte - Caramel - 2.75",12.75,CASH,
16/01/2023 09:23,Chesterfield,Nicole Digennaro,Large Flat white - 2.45,2.45,CARD,8289243633596252
