19/01/2023 09:00,Uppingham,Randell Brassfield,"Large Flavoured latte - Hazelnut - 2.85, Large Mocha - 2.70, Large Speciality Tea - Green - 1.60, Regular Flavoured latte - Caramel - 2.55, Regular Hot chocolate - 2.20",11.9,CARD,2364419916155842
19/01/2023 09:01,Uppingham,Darlene Torres,"Regular Flavoured latte - Hazelnut - 2.55, Regular Mocha - 2.30, Regular Speciality Tea - Peppermint - 1.30, Regular Flavoured latte - Hazelnut - 2.55",8.7,CASH,
19/01/2023 09:02,Uppingham,Kimberly Holmes,"Regular Flavoured latte - Hazelnut - 2.55, Regular Smoothies - Berry Beautiful - 2.00",4.55,CARD,4107398215763985
19/01/2023 09:03,Uppingham,Rigoberto Nelson,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,3771742121976358
19/01/2023 09:04,Uppingham,Kris Dodd,"Large Flavoured hot chocolate - Vanilla - 2.90, Large Red Label tea - 1.80",4.7,CARD,3703763153481446
19/01/2023 09:05,Uppingham,Brett Ratliff,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Mocha - 2.30",4.9,CASH,
19/01/2023 09:06,Uppingham,Tasha Hoyle,Large Mocha - 2.70,2.7,CARD,6436148491917406
19/01/2023 09:07,Uppingham,Margaret Swenson,"Regular Red Label tea - 1.20, Regular Hot chocolate - 2.20, Large Hot chocolate - 2.90",6.3,CARD,1786168617446027
19/01/2023 09:08,Uppingham,Marlene Miller,"Regular Speciality Tea - Green - 1.30, Regular Cortado - 2.05, Large Hot chocolate - 2.90, Large Red Label tea - 1.80, Regular Hot chocolate - 2.20, Regular Speciality Tea - Green - 1.30",11.55,CASH,
19/01/2023 09:09,Uppingham,Mildred Nicewander,Regular Red Label tea - 1.20,1.2,CARD,8901018856851727
19/01/2023 09:10,Uppingham,Gloria Yuste,"Regular Speciality Tea - Green - 1.30, Large Speciality Tea - Green - 1.60, Large Flavoured hot chocolate - Vanilla - 2.90, Large Flavoured hot chocolate - Vanilla - 2.90",8.7,CARD,7315193595746909
19/01/2023 09:11,Uppingham,Jane Fredrick,Large Speciality Tea - Peppermint - 1.60,1.6,CASH,
19/01/2023 09:12,Uppingham,John Metzger,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Mocha - 2.70",5.3,CARD,5335520379512029
19/01/2023 09:13,Uppingham,Rachael Anderson,"Regular Smoothies - Berry Beautiful - 2.00, Large Speciality Tea - Green - 1.60",3.6,CARD,9694544138577520
19/01/2023 09:14,Uppingham,Linda Green,"Large Hot chocolate - 2.90, Large Flavoured latte - Caramel - 2.85",5.75,CASH,
19/01/2023 09:15,Uppingham,Christopher Ahrendt,"Large Mocha - 2.70, Regular Mocha - 2.30",5.0,CASH,
19/01/2023 09:16,Uppingham,Dale Cortes,"Large Mocha - 2.70, Large Flavoured latte - Hazelnut - 2.85",5.55,CARD,9391466779509958
19/01/2023 09:17,Uppingham,Briana Roth,Large Cortado - 2.35,2.35,CARD,2981010809335476
19/01/2023 09:18,Uppingham,June Morrical,Large Speciality Tea - Peppermint - 1.60,1.6,CASH,
19/01/2023 09:19,Uppingham,Claudia Earls,"Large Flavoured hot chocolate - Vanilla - 2.90, Large Red Label tea - 1.80, Large Red Label tea - 1.80, Large Hot chocolate - 2.90",9.4,CARD,7585156177934280
19/01/2023 09:20,Uppingham,William Rainey,"Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Caramel - 2.85, Regular Red Label tea - 1.20, Regular Red Label tea - 1.20, Large Smoothies - Berry Beautiful - 2.50, Large Red Label tea - 1.80",10.85,CARD,9054109443188339
19/01/2023 09:21,Uppingham,Michael Smith,"Large Flavoured latte - Hazelnut - 2.85, Regular Cortado - 2.05, Large Hot chocolate - 2.90",7.8,CASH,
19/01/2023 09:22,Uppingham,Jill Crossland,"Regular Flavoured latte - Hazelnut - 2.55, Regular Speciality Tea - Peppermint - 1.30",3.85,CARD,3618839533210374
19/01/2023 09:23,Uppingham,Arthur Weldon,"Regular Speciality Tea - Peppermint - 1.30, Regular Speciality Tea - Green - 1.30, Regular Mocha - 2.30",4.9,CARD,3721231835208403
19/01/2023 09:24,Uppingham,Juan Weiker,"Large Mocha - 2.70, Large Smoothies - Berry Beautiful - 2.50, Regular Speciality Tea - Peppermint - 1.30",6.5,CARD,6342413632907024
19/01/2023 09:25,Uppingham,Frank Bauman,"Regular Red Label tea - 1.20, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured hot chocolate - Vanilla - 2.60",6.35,CARD,2833624719073403
19/01/2023 09:26,Uppingham,Dianne Register,"Large Speciality Tea - Green - 1.60, Large Red Label tea - 1.80",3.4,CASH,
19/01/2023 09:27,Uppingham,Sonia Compton,Large Cortado - 2.35,2.35,CARD,1314877948273846
