16/01/2023 09:00,Uppingham,Joseph Laperouse,"Large Cortado - 2.35, Large Flavoured latte - Caramel - 2.85, Large Hot chocolate - 2.90, Regular Smoothies - Berry Beautiful - 2.00, Large Cortado - 2.35",12.45,CARD,1161656894059567
16/01/2023 09:01,Uppingham,Timothy Clark,Regular Flavoured latte - Hazelnut - 2.55,2.55,CASH,
16/01/2023 09:02,Uppingham,Vince Gorman,"Large Flavoured latte - Caramel - 2.85, Large Red Label tea - 1.80, Regular Cortado - 2.05, Regular Smoothies - Berry Beautiful - 2.00",8.7,CARD,5248008699346494
16/01/2023 09:03,Uppingham,Robert Harrington,Large Red Label tea - 1.80,1.8,CARD,5769326419608574
16/01/2023 09:04,Uppingham,Billie Sanchez,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Caramel - 2.55",5.1,CARD,4962250158648683
16/01/2023 09:05,Uppingham,Bessie Longsdorf,"Regular Flavoured latte - Hazelnut - 2.55, Regular Cortado - 2.05, Large Cortado - 2.35",6.95,CARD,6213387726308281
16/01/2023 09:06,Uppingham,Helen Reinsch,"Large Hot chocolate - 2.90, Large Smoothies - Berry Beautiful - 2.50, Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55",10.3,CASH,
16/01/2023 09:07,Uppingham,Dwayne Nunnenkamp,"Regular Red Label tea - 1.20, Regular Cortado - 2.05",3.25,CARD,9099877455919782
16/01/2023 09:08,Uppingham,Brad Harding,Large Cortado - 2.35,2.35,CARD,6772220112817916
16/01/2023 09:09,Uppingham,Michael Owen,"Regular Speciality Tea - Green - 1.30, Large Speciality Tea - Peppermint - 1.60, Regular Mocha - 2.30, Regular Speciality Tea - Green - 1.30",6.5,CARD,5267850912179871
16/01/2023 09:10,Uppingham,James Peterson,"Regular Speciality Tea - Peppermint - 1.30, Large Mocha - 2.70, Large Smoothies - Berry Beautiful - 2.50",6.5,CARD,6790117746952276
16/01/2023 09:11,Uppingham,Doris Wilborn,"Regular Cortado - 2.05, Large Flavoured latte - Caramel - 2.85",4.9,CARD,6572340931756856
16/01/2023 09:12,Uppingham,Jacquelyn Colbert,"Large Cortado - 2.35, Large Cortado - 2.35",4.7,CASH,
16/01/2023 09:13,Uppingham,Margret Giuffrida,"Regular Flavoured latte - Caramel - 2.55, Large Cortado - 2.35, Large Speciality Tea - Green - 1.60, Large Speciality Tea - Green - 1.60",8.1,CARD,7071676807747818
16/01/2023 09:14,Uppingham,Carol Pender,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured latte - Caramel - 2.85, Large Smoothies - Berry Beautiful - 2.50",8.2,CARD,7753386532762889
16/01/2023 09:15,Uppingham,Robert Garner,"Regular Smoothies - Berry Beautiful - 2.00, Large Hot chocolate - 2.90, Regular Red Label tea - 1.20",6.1,CASH,
16/01/2023 09:16,Uppingham,Cheryl Thiboutot,"Large Red Label tea - 1.80, Large Red Label tea - 1.80",3.6,CARD,1530847320837263
16/01/2023 09:17,Uppingham,Brittany Osborn,Regular Red Label tea - 1.20,1.2,CARD,1434717892320931
16/01/2023 09:18,Uppingham,Joni Maciejewski,"Large Cortado - 2.35, Regular Red Label tea - 1.20, Regular Speciality Tea - Green - 1.30, Large Flavoured latte - Caramel - 2.85, Large Speciality Tea - Green - 1.60",9.3,CARD,3437464768178462
16/01/2023 09:19,Uppingham,George Collinsworth,"Large Red Label tea - 1.80, Large Hot chocolate - 2.90, Large Flavoured latte - Hazelnut - 2.85",7.55,CARD,9628341032038699
16/01/2023 09:20,Uppingham,Lisa Machida,"Regular Hot chocolate - 2.20, Regular Speciality Tea - Green - 1.30",3.5,CARD,8209339360059739
16/01/2023 09:21,Uppingham,Margaret Oconnor,"Large Hot chocolate - 2.90, Regular Mocha - 2.30, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Hazelnut - 2.85",10.6,CARD,4246034994998040
16/01/2023 09:22,Uppingham,Julie Delacruz,"Regular Hot chocolate - 2.20, Regular Cortado - 2.05, Large Flavoured hot chocolate - Vanilla - 2.90, Large Red Label tea - 1.80",8.95,CASH,
16/01/2023 09:23,Uppingham,Alice Foust,"Regular Cortado - 2.05, Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Caramel - 2.85",9.05,CASH,
16/01/2023 09:24,Uppingham,Regina Ozley,"Regular Mocha - 2.30, Regular Cortado - 2.05, Large Mocha - 2.70, Regular Smoothies - Berry Beautiful - 2.00",9.05,CASH,
16/01/2023 09:25,Uppingham,Charlene Martin,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,1437681499405180
16/01/2023 09:26,Uppingham,Calvin Chavez,Large Flavoured latte - Caramel - 2.85,2.85,CASH,
16/01/2023 09:27,Uppingham,Doris Mancia,"Large Flavoured latte - Hazelnut - 2.85, Regular Cortado - 2.05, Large Cortado - 2.35, Regular Mocha - 2.30",9.55,CARD,3498016233875706
16/01/2023 09:28,Uppingham,Linda Schultz,"Large Smoothies - Berry Beautiful - 2.50, Regular Cortado - 2.05",4.55,CARD,5712148975910696
16/01/2023 09:29,Uppingham,Vicki Watts,"Large Speciality Tea - Green - 1.60, Regular Red Label tea - 1.20, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Peppermint - 1.30",8.95,CARD,5542615424330136
16/01/2023 09:30,Uppingham,Willis Hall,"Regular Mocha - 2.30, Regular Smoothies - Berry Beautiful - 2.00, Regular Hot chocolate - 2.20",6.5,CASH,
16/01/2023 09:31,Uppingham,Elva Ramirez,"Regular Cortado - 2.05, Large Flavoured latte - Caramel - 2.85",4.9,CARD,7053211600358023
16/01/2023 09:32,Uppingham,Bryan Byron,"Large Speciality Tea - Green - 1.60, Regular Smoothies - Berry Beautiful - 2.00, Regular Smoothies - Berry Beautiful - 2.00",5.6,CASH,
16/01/2023 09:33,Uppingham,Paul Driggers,Large Speciality Tea - Green - 1.60,1.6,CASH,
16/01/2023 09:34,Uppingham,Helen Winters,Regular Flavoured latte - Caramel - 2.55,2.55,CASH,
16/01/2023 09:35,Uppingham,Helen Meister,Large Smoothies - Berry Beautiful - 2.50,2.5,CASH,
16/01/2023 09:36,Uppingham,Michael Gordon,"Large Speciality Tea - Peppermint - 1.60, Regular Cortado - 2.05, Large Flavoured latte - Caramel - 2.85",6.5,CARD,1305361903491809
16/01/2023 09:37,Uppingham,James Senior,"Regular Flavoured latte - Hazelnut - 2.55, Large Hot chocolate - 2.90, Large Red Label tea - 1.80",7.25,CASH,
16/01/2023 09:38,Uppingham,James Jeffery,"Regular Speciality Tea - Green - 1.30, Regular Speciality Tea - Green - 1.30, Regular Smoothies - Berry Beautiful - 2.00",4.6,CARD,5090667036512222
16/01/2023 09:39,Uppingham,Amy Moore,"Regular Red Label tea - 1.20, Large Flavoured latte - Hazelnut - 2.85, Regular Cortado - 2.05",6.1,CARD,1530116091098797
16/01/2023 09:40,Uppingham,Katherine Rivas,"Large Cortado - 2.35, Regular Hot chocolate - 2.20",4.55,CARD,2332173021955154
16/01/2023 09:41,Uppingham,Susan Goad,Regular Cortado - 2.05,2.05,CASH,
16/01/2023 09:42,Uppingham,Richard Shindorf,"Large Speciality Tea - Peppermint - 1.60, Large Flavoured latte - Hazelnut - 2.85, Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55",9.35,CARD,3191524563509587
16/01/2023 09:43,Uppingham,Howard Mills,"Regular Flavoured latte - Caramel - 2.55, Regular Speciality Tea - Green - 1.30",3.85,CARD,4348082754853766
16/01/2023 09:44,Uppingham,Connie Forbess,"Regular Hot chocolate - 2.20, Large Hot chocolate - 2.90",5.1,CARD,1193165074802235
16/01/2023 09:45,Uppingham,Arlene James,"Large Cortado - 2.35, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured latte - Hazelnut - 2.55, Regular Mocha - 2.30",10.05,CARD,5697413269501632
16/01/2023 09:46,Uppingham,Curtis Killian,"Large Smoothies - Berry Beautiful - 2.50, Large Speciality Tea - Green - 1.60",4.1,CARD,5356876133756094
